artista_id,listeners,playcount,artistas_similares
274,395668,7423896,"Abraham Mateo, Piso 21, Mau y Ricky"
464,5848,152723,"Saurom, Mägo de Oz, Lèpoka"
93,3707,17903,"Fonso, Juan Mango, Valdes"
578,2455180,51251977,"Arcadia, The Power Station, Kajagoogoo"
584,642247,24561657,"Dirty Honey, Rival Sons, Crown Lands"
509,948,3144,"Stjepan Hauser, Raphaela Gromes, Gautier Capucon"
370,5709,102553,"Tres Caladas, Mercedes Cañas, Malmö 040"
883,2001517,61633829,"Nanna, Mumford & Sons, The Lumineers"
743,962759,13139460,"John Vincent III, Chance Peña, Mt. Joy"
651,52945,657898,"Jos, Cyberbully Mom Club, Alex G"
50,1085344,15888747,"Zero 7, Groove Armada, Bent"
328,382,1460,"Arseniy Gusev, Duo Multicorde, Julián Fueyo"
882,227183,3003317,"Rebelution, The Expendables, Tribal Seeds"
747,59796,515467,"The Backseat Lovers, Krooked Kings, Briston Maroney"
655,2260217,228939932,"Bad Omens, The Plot in You, Motionless in White"
579,132481,2806220,"Lola Amour, Cup of Joe, Calein"
153,10078,82448,"Yung Prado, Entre Ríos, Fernanda Arrau"
473,57356,478243,"Mala Rodríguez, Najwa, Mónica Naranjo"
510,34157,1365836,"Warcry, Tierra Santa, Zenobia"
104,748576,11650471,"Etienne de Crécy, Thylacine, Flavien Berger"
42,3144206,114372655,"Voodoo Child, Röyksopp, Groove Armada"
283,72774,857469,"Gigolo y La Exce, Bryant Myers, Alex Rose"
78,803716,19814217,"Plaid, Tycho, Clark"
754,3530410,217254037,"Slipknot, Limp Bizkit, Coal Chamber"
364,56523,1667186,"Amaia, Natalia Lacunza, Sen Senra"
297,4116,35516,"Kris R., Sog, Pirlo"
210,362742,7328335,"Lagos, Lasso, Latin mafia"
617,471878,25123703,"Intervals, Syncatto, Plini"
144,18399,476560,"La Plazuela, VVV [Trippin'you], Enrique Morente"
60,635111,7454830,"Miss Kittin, Simian Mobile Disco, Felix da Housecat"
559,3774388,110833759,"Imagine Dragons, The Script, Maroon 5"
137,401,2920,"Jesus Loves Electro, Gui Brazil, Carlos Herrera Music"
44,2622869,75017501,"Fatboy Slim, The Prodigy, The Crystal Method"
367,14985,101159,"Marta Soto, Noan, Daviles de Novelda"
421,314341,3034186,"Cheb Mami, Cheb Hasni, Rachid Taha"
694,465273,5111667,"Howard Jones, Johnny Hates Jazz, ABC"
413,169058,1724574,"Omar Montes, Wisin, Piso 21"
45,265937,3365007,"Daphni, Ross From Friends, Joy Orbison"
498,12396,385051,"Hard GZ, Nikone, Denom"
247,41960,400382,"Noriel, TRAP CAPOS, Miky Woodz"
333,68365,399824,"Niccolò Paganini, Fritz Kreisler, Antonín Dvořák"
704,3288507,119237815,"Korn, Primer 55, P.O.D."
371,17335,864293,"Viva Suecia, Izal, Vetusta Morla"
105,1175777,27821901,"Marsmobil, Soma Sonic, The Funky Lowlives"
536,2580,57060,"Rafa Espino, Brock Ansiolitiko, Ambkor"
802,60930,439577,"Jimmy Carter and Dallas County Green, Dougie Poole, Jimmie Rodgers"
849,808872,23231157,NULL
867,30386,543932,"The Terrys, The Rions, Beddy Rays"
736,261850,2138947,"Royal Republic, Corey Taylor, grandson"
550,86891,1503825,"Txarango, Oques Grasses, Manel"
641,525839,11284532,"Luke Bryan, Cole Swindell, Jake Owen"
407,86864,705529,"Fondo Flamenco, El Arrebato, Estopa"
891,158151,1582129,"Gary Clark Jr., Marcus King, Vintage Trouble"
242,92971,891052,"Luny Tunes, Héctor "El Father", Tito "El Bambino""
796,2750038,218335365,"Bruce Dickinson, Judas Priest, Black Sabbath"
5,899093,27959981,"Caribou, Floating Points, Gil Scott-Heron and Jamie xx"
416,24101,140646,"Fools, Josiah Steinbrick, Suso Saiz"
660,33378,505719,"We the Kingdom, Ryan Stevenson, Rend Collective"
435,410241,17189252,"The Locos, Skalariak, Boikot"
293,24958,190318,"Catalyna, Joyce Santana, PJ Sin Suela"
236,95270,1455606,"Mike Bahía, Natti Natasha, Manuel Turizo"
482,30500,817651,"FERNANDOCOSTA, KASE.O, Lil Supa"
382,9982,295577,"Rafa Espino, Shé, Locus"
395,57717,953993,"Álvaro De Luna, Despistaos, Nil Moliner"
393,161950,9960080,"Izal, Vetusta Morla, Lori Meyers"
845,42523,1542570,"Marcos Witt, Alex Campos, Tercer Cielo"
213,211510,3972134,"Myke Towers, Mora, Alejo"
491,34093,305785,"Pastora Soler, David Bisbal, Mónica Naranjo"
556,251232,6359425,"Lee Brice, Jason Aldean, Billy Currington"
585,301023,9098560,"Jane Remover, FlyingFish, Glare"
815,2082882,102548695,"Simple Creatures, Mayday Parade, The Maine"
638,4493102,209747565,"Rivers Cuomo, The Rentals, Ozma"
250,150293,1403698,"Chencho Corleone, Brray, Nio Garcia"
600,341969,6280178,"Sammy Rae & The Friends, The Dip, Sir Woman"
696,559327,8106033,"Vetiver, Blitzen Trapper, Houndmouth"
847,12273,131365,"Larry Fleet, Niko Moon, Travis Tritt"
29,1514099,45306463,"The Funky Lowlives, Marsmobil, Soma Sonic"
674,523130,38372076,"black midi, Squid, Maruja"
535,19890,805083,"Saratoga, Saurom, Hamlet"
329,305135,4000948,"David Bustamante, Alex Ubago, Luis Fonsi"
817,1298439,65109072,"Deuce, Zero 9:36, Manafest"
787,97269,910642,"Tedeschi Trucks Band, Gary Clark Jr., The Teskey Brothers"
10,310573,3052168,"Pearson Sound, Jacques Greene, Ross From Friends"
888,2233909,100704547,"Father John Misty, Grizzly Bear, Sufjan Stevens"
141,1024844,31092666,"The Knife, Róisín Murphy, Austra"
730,118048,1075050,"Goodnight, Texas, The Devil Makes Three, Brown Bird"
344,9219,251398,"Endecah, ZPU, Errecé"
561,1398690,73641984,"Palaye Royale, Mahmood, Marco Mengoni"
219,190528,7755961,"Lit Killah, Khea, FMK"
775,110599,4450736,"Jumbo, Serú Girán, Camilo Séptimo"
483,2538,15108,"Slimmah Sound, Mafia & Fluxy, Milton Henry"
7,1376070,51858597,"Hot Chip, The Whitest Boy Alive, Cut Copy"
174,328175,23505496,"Jhayco, Feid, Myke Towers"
439,16441,111260,"Nikone, Maffio, Raoul Vázquez"
790,111799,1073384,"Point of Grace, Francesca Battistelli, Mandisa"
621,15283,130776,"Rhett Walker, Jonny Diaz, Anna Golden"
626,243881,7741532,"きくお, ぐちり, Kairikibear"
553,16924,111339,"Fractions, Toxic Machinery, Lemane"
828,401160,4946701,"Babe Rainbow, Foxygen, Unknown Mortal Orchestra"
431,77603,665997,"Саша Санта, Мохито, Артём Качер"
581,706648,22428025,NULL
142,319818,4962031,"Degiheugi, The Architect, Chinese Man"
276,61028,725014,"Greeicy, Piso 21, Manuel Turizo"
168,713389,34596863,"Duki, Lit Killah, Tiago PZK"
226,26179,1110603,"CDobleta, Pressure 9X19, Ankhal"
541,10397,304413,"Disgorge, Condemned, Guttural Secrete"
819,3233952,228577950,"Angelo De Augustine, Bon Iver, Fleet Foxes"
323,168234,7991759,"Ana Mena, Belén Aguilera, Vicco"
884,49406,841013,NULL
449,109168,995336,"Ruth Lorenzo, Edurne, Ana Guerra"
602,336572,3776359,"Lee Brice, Jake Owen, Billy Currington"
555,3375490,198158149,"OneRepublic, American Authors, Bastille"
101,116223,1932058,"Christian Löffler, Max Cooper, Kiasmos"
530,5967,97510,"Kadec Santa Anna, DukeeMdz, Arce"
738,569248,13494194,"Coin, CRUISR, HUNNY"
645,22918,188260,"Stick Figure, Iya Terra, Through the Roots"
156,95818,603814,"Olivia Belli, Annelie, Dirk Maassen"
259,36381,488926,"Rokero, Smash Hits, Conep"
493,35110,958927,"La Paloma, Cala Vento, Apartamentos Acapulco"
637,4201335,162101507,"The Raconteurs, Jack White, The Dead Weather"
533,18735,126302,"Kiko & Shara, Sergio Contreras, Radio Macandé"
515,114695,4398538,NULL
648,187288,5254276,"Himalayas, Airways, The Wrecks"
876,5474887,286926331,"Taylor Hawkins & The Coattail Riders, Pearl Jam, Red Hot Chili Peppers"
116,57377,1520918,"Kamp!, The Dumplings, Bass Astral x Igo"
607,108669,1091628,"Jordan Davis, Morgan Wade, Lee Brice"
267,31458,155178,"Jotaerre, Chyno Miranda, Taylor Diaz"
452,96355,2975764,"Mónica Naranjo, Alaska y Dinarama, La Prohibida"
59,34053,629394,NULL
727,102178,1593719,NULL
197,150664,3410886,"Ryan Castro, Feid, Kevin Roldan"
218,33758,286117,"Flow Mafia, El Jincho, Israel B"
597,200053,4957002,"Elevation Worship, Chris Tomlin, Cody Carnes"
793,1963223,145601903,"Metallica, Exodus, Anthrax"
895,191585,2441980,"MercyMe, Big Daddy Weave, Casting Crowns"
537,10675,58437,"Jacobus Clemens non Papa, Adrian Willaert, Ludwig Senfl"
675,1345339,34368132,"Creepy Nuts, たかやん, eill"
420,8418,384466,"Ébano, Israel B, Midas Alonso"
406,35543,1267272,"FERNANDOCOSTA, Cruz Cafuné, Hoke"
821,1188416,17898682,NULL
833,1769564,61044352,"Thousand Foot Krutch, Ashes Remain, Red"
490,1448,19694,"李雲迪, Seong-Jin Cho, Igor Levit"
376,44043,282861,NULL
566,1446809,70378684,"Fish in a Birdcage, I DONT KNOW HOW BUT THEY FOUND ME, Tally Hall"
9,2107123,74352342,"The Juan Maclean, The Rapture, Hot Chip"
254,22479,373267,"Hades66, YOVNGCHIMI, CDobleta"
681,3888529,328419937,"Gerard Way, Frank Iero, Pencey Prep"
492,120180,1909703,"Amaia Montero, Antonio Orozco, Pastora Soler"
405,39735,1551345,"Xoel López, Guitarricadelafuente, Valeria Castro"
577,594477,5895931,"ZZ Ward, Gin Wigmore, Ingrid Andress"
56,86621,1253732,"Los Planetas, Los Piratas, Lori Meyers"
81,172135,2471106,"Woo York, Christian Löffler, Colyn"
63,9025,33862,NULL
635,279780,4450976,"Casting Crowns, Big Daddy Weave, Matthew West"
133,1347274,26947906,"Orbital, Leftfield, Fluke"
390,7937,37719,"Ilo Ilo, MayFlwr, Flyes"
410,396573,7038749,"Enanitos Verdes, La Unión, Duncan Dhu"
453,8867,106515,"Rata Negra, VVV [Trippin'you], La Plata"
216,6246,62804,"Roa, J Abdiel, Frank Louis"
67,269106,11745705,"Babasónicos, Lali, Floricienta"
461,16792,215095,"Camarón de la Isla, Lole Y Manuel, Kiko Veneno"
151,1823,8483,"Vera Fauna, The Gardener, Antónimo"
455,1109,14264,"Lèpoka, HADADANZA, Debler"
258,554106,5839951,"Wisin & Yandel, Daddy Yankee, Trebol Clan"
640,25359,305520,"MercyMe, Jason Gray, Crowder"
692,3394810,108476630,"Metric, The Kills, Karen O"
70,945449,19220495,"Fluke, Elite Force, Overseer"
243,168045,2053387,"Enforcer, Heavy Load, Good Riddance"
443,15392,37369,"Lucy Christiansen, The Rob McConnell Trio, The Christmas Brothers"
65,661149,10093213,NULL
27,454388,11172987,"Four Tet, Jamie xx, Leon Vynehall"
53,558943,11896804,"Shigeto, Lusine, Evenings"
130,1189066,26386195,"Boys Noize, MSTRKRFT, Simian Mobile Disco"
511,32163,253349,"Doble Pletina, Los lagos de Hinault, Kokoshca"
69,1592660,28537916,"Lemon Jelly, Leftfield, Nightmares on Wax"
90,212504,2293227,"Hot Toddy, Kraak & Smaak, Lovebirds"
3,392143,6109341,"Kasper Bjørke, Agoria, Booka Shade"
188,250740,4520794,"Blessd, Feid, Don Omar"
152,646,1973,"Rafa Barrios, Jude & Frank, Kofla"
805,231861,7271001,"Highly Suspect, DEAD POET SOCIETY, Waterparks"
719,230382,3146013,"Deer Tick, Justin Townes Earle, John Moreland"
307,85257,748775,"Luigi 21 Plus, Ñengo Flow, Ñejo & Dalmata"
668,279535,5919902,NULL
465,12000,137976,"Spoil Engine, Lutharo, Rage of Light"
563,1075788,8387430,"Naughty By Nature, Cypress Hill, Onyx"
290,11084,91367,"vf7, PJ Sin Suela, Joyce Santana"
106,748992,21270582,"Lulu Rouge, Kiasmos, Moderat"
827,205992,6565275,NULL
52,43633,344073,"Kunzite, Superpoze, MOKADO"
691,71837,947146,"Colton Dixon, Mandisa, Caleb and Kelsey"
620,2642068,180377493,"Noah Kahan, Florence + the Machine, Lucy Dacus"
338,219178,1880291,"Chayanne, Juanes, David Bisbal"
686,6190659,429934323,"John Frusciante, Foo Fighters, Audioslave"
709,5895268,684371227,"The Last Shadow Puppets, Alex Turner, Miles Kane"
748,96850,2664281,"Turnpike Troubadours, Jamey Johnson, Cody Johnson"
856,38168,492669,"Cadia, Kerrie Roberts, Addison Road"
200,292618,21613898,"Mora, Anuel AA, Jhayco"
109,6079,46156,"Eskricke, Ana Rebekah, Anastasiya Ihnatovich"
470,40440,279782,"David Russell, Andrés Segovia, Julian Bream"
198,462270,18989367,"Bryant Myers, Jhayco, Eladio Carrion"
547,100758,774078,"Manu Pilas, Anna Naklab, Alexiane"
129,377735,7171392,"EABS, Błoto, Hidden Orchestra"
379,68100,2008147,"La Casa Azul, Rigoberta Bandini, Los Punsetes"
701,264960,5012878,NULL
769,453869,6618596,"Coin, Smallpools, Walk the Moon"
868,25264,383676,"Danilo Montero, Marco Barrientos, Lilly Goodman"
418,21989,662463,"Hens, Enol, MarMi"
489,6373,117889,"Lèpoka, Debler, Ekyrian"
322,52972,480789,"La Quinta Estación, Yuridia, María José"
362,198354,2423328,"Sin Bandera, Cristian Castro, Alejandro Sanz"
496,19573,89014,"Antonio D'Africa, DR. DRTY, F-Rontal"
312,2566,29254,"Clarent, Midnvght, Yecko"
207,444507,15214429,"Jhayco, Mora, Anuel AA"
84,1481040,43582971,"Atoms for Peace, Radiohead, Burial & Four Tet & Thom Yorke"
751,263950,5366740,"Audio Adrenaline, DC Talk, TobyMac"
773,362136,8269364,"Flow, NICO Touches the Walls, BLUE ENCOUNT"
357,19030,356638,"María Peláe, st. Pedro, DellaCruz"
438,13,59,NULL
100,240003,4441037,"HAAi, Rival Consoles, Nathan Fake"
608,305249,4394892,"Francesca Battistelli, Tauren Wells, Matthew West"
189,1320477,44328803,"Maluma, Nicky Jam, Ozuna"
614,324986,3029637,"James Horner, Alan Silvestri, James Newton Howard"
149,16530,243250,"Femi, Vinocio, Latelonius"
860,63068,922692,"Soldiers of a Wrong War, American Teeth, Sunsleep"
251,96478,909455,"Nfasis, Nio Garcia, Residente"
633,126576,2010559,"Cole Swindell, Lee Brice, Jake Owen"
875,893986,25578614,"Angel Olsen, Julia Jacklin, Aldous Harding"
446,17206,71410,"Hector Couto, Joe Red, Rafa Barrios"
760,637459,23993140,"Violent J, Dark Lotus, Twiztid"
305,145937,773768,"eenspire, Lemeria, Sleepermane"
403,150559,8605610,"Izal, Viva Suecia, Love of Lesbian"
285,172241,6470448,"Duki, Seven Kayne, Lit Killah"
327,45665,538184,"Manuel Carrasco, Antonio Orozco, Vanesa Martín"
391,49513,1115410,"SVLBRD, zarr., David Cordero"
571,944364,16590369,"Luke Bryan, Chris Young, Cole Swindell"
212,39001,283915,"Sammy & Falsetto, Omy de Oro, Cauty"
73,1697783,53486769,"Cut Copy, Junior Boys, Metronomy"
546,202,445,"Carlos Civera, Cayetano Brunetti, Quinteto1909"
441,17085,141678,"Merche, David DeMaría, David Civera"
801,839548,15575999,"Bishop Briggs, Mike Shinoda, Call Me Karizma"
280,53782,657497,"Danny Ocean, Manuel Turizo, De La Ghetto"
234,775175,10377478,"Wisin, Farruko, J Balvin"
340,51536,1579119,"Marc Seguí, Guitarricadelafuente, Natalia Lacunza"
469,2199,22366,NULL
662,1409774,31017270,"Henry and the Waiter, Sir Sly, Broken Back"
672,3257034,271172640,"Pond, Melody's Echo Chamber, Gum"
196,1689631,33772875,"Don Omar, Wisin & Yandel, Alexis y Fido"
772,2513515,69704192,"Black Sabbath, Dio, Judas Priest"
759,841322,30810190,NULL
816,3465734,96103963,"Pete Townshend, The Kinks, Roger Daltrey"
310,1725,17435,"El Gerard, DJ JAC, Luister La Voz"
650,92941,911914,"Russell Dickerson, Jordan Davis, Thomas Rhett"
684,22557,201202,"Alive City, Cade Thompson, Consumed By Fire"
557,199013,3578763,"Lee Brice, Chris Young, Florida Georgia Line"
385,40798,1954623,"FERNANDOCOSTA, DeLaOssa, Ayax y Prok"
669,21752,98834,"Leo Dan, Leonardo Favio, Diego Verdaguer"
661,865496,47852592,"Godsmack, Five Finger Death Punch, Stone Sour"
549,5947,52097,NULL
231,506020,9835414,"Camila, Sin Bandera, Río Roma"
575,146847,1851326,"Oliver Hazard, Caamp, Watchhouse"
783,4461032,163566709,"Slash, Mötley Crüe, Velvet Revolver"
8,1143896,53696201,"Burial & Four Tet & Thom Yorke, Burial & Four Tet, Kode9"
115,1687,5279,"Edy e Nathan, Daniel dos Teclados, Vítor Fernandes"
324,261729,5661419,"El Canto del Loco, Estopa, Pereza"
739,517521,10190740,"NxWorries, Fat Dog, JPEGMAFIA"
454,2218,45669,"DELALMA, Runa Llena, Debler"
570,469369,11018083,"Jordan Davis, Cole Swindell, Dustin Lynch"
842,6067999,328200153,"Freddie Mercury, Roger Taylor, Brian May"
519,22436,169271,NULL
897,489661,18855615,"The Fearless Flyers, Cory Wong, Vulfmon"
284,8890,50461,"EIX, Jey Blessing, Montano"
343,18277,256662,"Ragdog, Rubén Pozo, Coque Malla"
457,67678,1871031,"Warcry, Avalanch, Saratoga"
40,357951,7459656,"Nicolas Jaar, Weval, Pantha du Prince"
4,490571,10821219,"Overmono, Ross From Friends, DJ Seinfeld"
366,273823,6771286,"Melendi, El Canto del Loco, Pereza"
466,40755,754615,"El Arrebato, Fondo Flamenco, Antonio Orozco"
678,2665320,46490664,"Steve Perry, Foreigner, Boston"
854,2358862,145703691,"Jónsi, Hilmar Örn Hilmarsson, Alex Somers"
76,811147,13672574,"Peace Orchestra, Kruder & Dorfmeister, Dzihan & Kamien"
6,1872955,100709296,"The Funky Lowlives, Ursula 1000, Peace Orchestra"
146,954579,26615617,"Moloko, Goldfrapp, Jessie Ware"
244,86303,800128,"Sech, Nio Garcia, Dalex"
593,2485790,242169763,NULL
725,858863,7915926,"Carl Perkins, Eddie Cochran, Bill Haley"
896,2067525,62742494,"The Shins, My Morning Jacket, Rogue Wave"
264,17060,285679,"Suie Paparude, Subcarpati, Les Elephants Bizarres"
139,996164,30414003,"Cujo, DJ Food, Hexstatic"
761,267084,3721208,"Halestorm, Dead Posey, The Pretty Reckless"
202,216183,3157391,"Sech, Dalex, Nio Garcia"
422,28484,151603,NULL
462,7702,25069,"Adrian Kuipers, I TRAVEL LIGHT, Jean Lucas"
148,20311,162605,"Jens Buchert, Fresh Moods, Smooth Genestar"
92,107416,1139660,NULL
810,180374,2949812,"Bohnes, 8 Graves, Layto"
20,65718,1750439,"Wos, Conociendo Rusia, Paco Amoroso"
48,1168253,28554941,"Goldfrapp, Róisín Murphy, Skinshape"
618,571086,6838906,"Jasmine Thompson, Daya, Madilyn Bailey"
890,421193,3539190,"Chris Young, Lee Brice, Eli Young Band"
292,201447,7482172,"Cazzu, Bizarrap, Wos"
